Real;Evento;año;mes;Tipo de Evento;Origen;N.º Cámara;Cámaras;Direccion 0;Direccion;Resultado;CIUDAD;PROVINCIA;PAIS;ENLACE;Longitud y Latitud;estado_coordenada
31879;1;2024;11;Robo/Hurto Automotor;CATE 911;6147;SIN;Casildo Villar;Leonardo Rosales;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Casildo Villar y Leonardo Rosales ;-57.58446,-38.02848;ok
31897;1;2024;11;Robo/Hurto Automotor;CATE 911;6148;SIN;Monseñor Rau;Lebensohn Moises;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Monseñor Rau y Lebensohn Moises ;-57.59308,-38.02996;ok
31932;1;2024;11;Robo/Hurto Automotor;CATE 911;251;CON;Avenida Felix U. Camet;Jose Zacagnini;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Felix U. Camet y Jose Zacagnini ;-57.53922,-37.95718;corregido_paso1_cruce_interno
31969;1;2024;11;Robo/Hurto Automotor;CATE 911;435;CON;Avenida Pedro Luro;Mitre Bartolome;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Mitre Bartolome ;-57.5459363,-37.999956;PENDIENTE_GEOCODIFICAR
31983;1;2024;11;Robo/Hurto Automotor;CATE 911;6149;SIN;Onesimo Leguizamon;Balcarce;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Onesimo Leguizamon y Balcarce ;-57.60724,-37.96207;ok
32010;1;2024;11;Robo/Hurto Automotor;CATE 911;6150;SIN;Casildo Villar;Hipolito Bouchard;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Casildo Villar y Hipolito Bouchard ;-57.58365,-38.0278;ok
32013;1;2024;11;Robo/Hurto Automotor;CATE 911;6151;SIN;Jose Zacagnini;Avenida Felix U. Camet;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Jose Zacagnini y Avenida Felix U. Camet ;-57.53922,-37.95718;ok
32035;1;2024;11;Robo/Hurto Automotor;CATE 911;811;CON;San Martin;Malvinas;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;San Martin y Malvinas ;-57.5801215,-37.982652;corregido_automatico
32049;1;2024;11;Robo/Hurto Automotor;CATE 911;6153;SIN;12 De octubre;Don Orione;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;45942 y Don Orione ;-57.55345,-38.03763;ok
32115;1;2024;11;Robo/Hurto Automotor;CATE 911;480;CON;Mitre Bartolome;Esteban Gascon;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mitre Bartolome y Esteban Gascon ;-57.55414192883744,-38.00484965756668;corregido_manual
32119;1;2024;11;Robo/Hurto Automotor;CATE 911;6154;SIN;Las Heras;Alvarado Rudecindo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Las Heras y Alvarado Rudecindo ;-57.54632,-38.01441;ok
32124;1;2024;11;Robo/Hurto Automotor;CATE 911;324;CON;Polonia;De La Plaza Fortunato;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Polonia y De La Plaza Fortunato ;-57.60364744713199,-38.02044628657751;corregido_paso1_cruce_interno
32135;1;2024;11;Robo/Hurto Automotor;CATE 911;6155;SIN;Sicilia;Florencio Martinez De Hoz;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Sicilia y Florencio Martinez De Hoz ;-57.6113,-38.02133;ok
32142;1;2024;11;Robo/Hurto Automotor;CATE 911;552;CON;Lamadrid;Pringles;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Lamadrid y Pringles ;-57.5576517,-38.0267046;corregido_automatico
32151;1;2024;11;Robo/Hurto Automotor;CATE 911;6156;SIN;Calle 10;Calle 13;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Calle 10 y Calle 13 ;-57.58435,-38.10423;ok
32171;1;2024;11;Robo/Hurto Automotor;CATE 911;6157;SIN;Jose Luis Geronimo Camusso Intendente;Avenida Juan B. Justo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jose Luis Geronimo Camusso Intendente y Avenida Juan B. Justo ;-57.5835,-38.00974;ok
32187;1;2024;11;Robo/Hurto Automotor;CATE 911;6158;SIN;Reforma Universitaria;Tripulantes Del Fournier;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Reforma Universitaria y Tripulantes Del Fournier ;-57.60557,-38.01382;ok
32209;1;2024;11;Robo/Hurto Automotor;CATE 911;6159;SIN;Leonardo Rosales;Federico C. Beltrami Ingeniero;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Leonardo Rosales y Federico C. Beltrami Ingeniero ;-57.55286,-38.0523;ok
32216;1;2024;11;Robo/Hurto Automotor;CATE 911;6160;SIN;Calabria;Santa Cecilia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Calabria y Santa Cecilia ;-57.57926,-38.04684;ok
32220;1;2024;11;Robo/Hurto Automotor;CATE 911;6161;SIN;Leonardo Rosales;Federico C. Beltrami Ingeniero;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Leonardo Rosales y Federico C. Beltrami Ingeniero ;-57.55286,-38.0523;ok
32231;1;2024;11;Robo/Hurto Automotor;CATE 911;6162;SIN;Rodriguez Martin;Carlos Pellegrini;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rodriguez Martin y Carlos Pellegrini ;nan,nan;vacio
32233;1;2024;11;Robo/Hurto Automotor;CATE 911;6163;SIN;Chacabuco;Colombia;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Chacabuco y Colombia ;-57.61122,-37.95648;ok
32239;1;2024;11;Robo/Hurto Automotor;CATE 911;6164;SIN;25 De mayo;Jujuy;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;45802 y Jujuy ;-57.55368,-37.99362;ok
32241;1;2024;11;Robo/Hurto Automotor;CATE 911;6165;SIN;Olazabal Felix De;Esteban Gascon;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Olazabal Felix De y Esteban Gascon ;-57.56728,-37.99827;ok
32243;1;2024;11;Robo/Hurto Automotor;CATE 911;273;CON;Federico Garcia Lorca;Jose Agustin De La Maza;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Federico Garcia Lorca y Jose Agustin De La Maza ;-57.5471513,-38.0762595;corregido_automatico
32245;1;2024;11;Robo/Hurto Automotor;CATE 911;6166;SIN;Avenida Libertad;Grecia;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Avenida Libertad y Grecia ;-57.58942,-37.96982;ok
32246;1;2024;11;Robo/Hurto Automotor;CATE 911;6167;SIN;General 07 Argentino Roca;Avenida San Marcelino Champagnat;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;General 07 Argentino Roca y Avenida San Marcelino Champagnat ;-57.59328,-37.99393;ok
32259;1;2024;11;Robo/Hurto Automotor;CATE 911;6168;SIN;Solis;Loberia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Solis y Loberia ;-57.60199,-37.99712;ok
32268;1;2024;11;Robo/Hurto Automotor;CATE 911;6169;SIN;Juana Azurduy;Hipolito Bouchard;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Juana Azurduy y Hipolito Bouchard ;-57.62487,-37.99667;ok
32270;1;2024;11;Robo/Hurto Automotor;CATE 911;160;CON;Olazabal Felix De;Beruti Antonio Luis;Detencion;Mar del Plata;Buenos Aires;Argentina;Olazabal Felix De y Beruti Antonio Luis ;-57.5529248,-37.980502;PENDIENTE_GEOCODIFICAR
32282;1;2024;11;Robo/Hurto Automotor;CATE 911;6170;SIN;Avellaneda Nicolas;Misiones;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avellaneda Nicolas y Misiones ;-57.57508,-38.00098;ok
32301;1;2024;11;Robo/Hurto Automotor;CATE 911;6171;SIN;Diagonal Estados Unidos De Norteamerica;Federico Serrano;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Diagonal Estados Unidos De Norteamerica y Federico Serrano ;-57.55505,-38.09213;ok
32302;1;2024;11;Robo/Hurto Automotor;CATE 911;6172;SIN;Figueroa Alcorta;Magallanes;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Figueroa Alcorta y Magallanes ;-57.5464,-38.04423;ok
32312;1;2024;11;Robo/Hurto Automotor;CATE 911;6173;SIN;Jose Hernandez;Canessa;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jose Hernandez y 07 Canessa ;-57.61191,-37.99997;PENDIENTE_GEOCODIFICAR
32327;1;2024;11;Robo/Hurto Automotor;CATE 911;6174;SIN;Alberti Manuel;Chile;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Alberti Manuel y Chile ;-57.58102,-37.9924;ok
32328;1;2024;11;Robo/Hurto Automotor;CATE 911;328;CON;Avenida Pedro Luro;Enrique Angelelli Monseñor;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Enrique Angelelli Monseñor ;-57.59148,-37.9758;PENDIENTE_GEOCODIFICAR
32330;1;2024;11;Robo/Hurto Automotor;CATE 911;6175;SIN;Genova;Federico C. Beltrami Ingeniero;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Genova y Federico C. Beltrami Ingeniero ;-57.56035,-38.05851;ok
32336;1;2024;11;Robo/Hurto Automotor;CATE 911;6176;SIN;Sicilia;Eduardo Perez Bulnes;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Sicilia y Eduardo Perez Bulnes ;-57.54904,-38.06834;ok
32337;1;2024;11;Robo/Hurto Automotor;CATE 911;6177;SIN;Figueroa Alcorta;Willian C Morris;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Figueroa Alcorta y Willian C Morris ;-57.56533,-38.05992;ok
32361;1;2024;11;Robo/Hurto Automotor;CATE 911;6178;SIN;Hernandarias;Luis Dellepiane;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Hernandarias y Luis Dellepiane ;-57.57418,-38.02846;ok
32373;1;2024;11;Robo/Hurto Automotor;CATE 911;6179;SIN;Puan;Gonzalez Chavez;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Puan y Gonzalez Chavez ;-57.59116,-38.03267;ok
32376;1;2024;11;Robo/Hurto Automotor;CATE 911;6180;SIN;Vuelta De Obligado;Gandhi Mahatma;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Vuelta De Obligado y Gandhi Mahatma ;-57.5562,-37.94254;ok
32377;1;2024;11;Robo/Hurto Automotor;CATE 911;655;CON;Cerrito;Hernandarias;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Cerrito y Hernandarias ;-57.56186,-38.03646;ok
32384;1;2024;11;Robo/Hurto Automotor;CATE 911;6181;SIN;Avenida Juan B. Justo;Colombia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Colombia ;-57.62754,-37.97639;ok
32446;1;2024;11;Robo/Hurto Automotor;CATE 911;6182;SIN;Belisario Roldan;Matias Strobel;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Belisario Roldan y Matias Strobel ;-57.56084,-37.97091;ok
32488;1;2024;11;Robo/Hurto Automotor;CATE 911;6183;SIN;Matheu Domingo;Alsina;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Matheu Domingo y Alsina ;-57.54944,-38.02172;ok
32489;1;2024;11;Robo/Hurto Automotor;CATE 911;6184;SIN;25 De mayo;Malvinas;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;45802 y Malvinas ;-57.57877,-37.98093;ok
32492;1;2024;11;Robo/Hurto Automotor;CATE 911;559;CON;Formosa;Hipolito Yrigoyen;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Formosa y Hipolito Yrigoyen ;-57.5640717,-38.0154876;corregido_automatico
32493;1;2024;11;Robo/Hurto Automotor;CATE 911;304;CON;Ramon Carrillo;San Martin;Secuestro De Vehiculo;Mar del Plata;Buenos Aires;Argentina;Ramon Carrillo y San Martin ;-57.6266578,-37.957950;PENDIENTE_GEOCODIFICAR
32494;1;2024;11;Robo/Hurto Automotor;CATE 911;6185;SIN;La Rioja;Falucho;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;La Rioja y Falucho ;-57.55548,-38.00307;ok
32501;1;2024;11;Robo/Hurto Automotor;CATE 911;522;CON;Belgrano;Santiago Del Estero;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Belgrano y Santiago Del Estero ;-57.54718,-38.00155;corregido_paso1_cruce_interno
32503;1;2024;11;Robo/Hurto Automotor;CATE 911;6186;SIN;Monseñor Rau;Genova;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Monseñor Rau y Genova ;-57.5955,-38.03201;ok
32509;1;2024;11;Robo/Hurto Automotor;CATE 911;6187;SIN;La Pampa;San Martin;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;La Pampa y San Martin ;-57.56405,-37.99078;ok
32530;1;2024;11;Robo/Hurto Automotor;CATE 911;6188;SIN;Santa Cruz;Estado De Israel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Santa Cruz y Estado De Israel ;-57.58067,-37.96418;ok
32553;1;2024;11;Robo/Hurto Automotor;CATE 911;377;CON;Sarmiento;Larrea;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Sarmiento y Larrea ;-57.55501,-38.02689;ok
32571;1;2024;11;Robo/Hurto Automotor;CATE 911;329;CON;Avenida Pedro Luro;Portugal;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Portugal ;-57.6144201,-37.963971;corregido_automatico
32592;1;2024;11;Robo/Hurto Automotor;CATE 911;6189;SIN;Tomas Falkner;Derqui;Asiste Unidad Sanitaria y No Traslada;Mar del Plata;Buenos Aires;Argentina;Tomas Falkner y Derqui ;-57.55035,-37.97731;ok
32593;1;2024;11;Robo/Hurto Automotor;CATE 911;6190;SIN;Magrassi Guillermo;Diagonal Estados Unidos De Norteamerica;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Magrassi Guillermo y Diagonal Estados Unidos De Norteamerica ;-57.54898,-38.09308;ok
32598;1;2024;11;Robo/Hurto Automotor;CATE 911;609;CON;El Chingolo;La Gaviota;Asiste Unidad Sanitaria y No Traslada;Mar del Plata;Buenos Aires;Argentina;El Chingolo y La Gaviota ;-57.67797,-38.00591;PENDIENTE_GEOCODIFICAR
32601;1;2024;11;Robo/Hurto Automotor;CATE 911;6191;SIN;De La Plaza Fortunato;Valentin Vergara;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;De La Plaza Fortunato y Valentin Vergara ;-57.54913,-38.06162;ok
32608;1;2024;11;Robo/Hurto Automotor;CATE 911;6192;SIN;Soler Miguel;Arq. Cedron;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Soler Miguel y Arq. Cedron ;nan,nan;vacio
32658;1;2024;11;Robo/Hurto Automotor;CATE 911;6193;SIN;Angel Roffo;Geronimo Rejon;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Angel Roffo y Geronimo Rejon ;-57.56519,-37.9676;ok
32678;1;2024;11;Robo/Hurto Automotor;CATE 911;6194;SIN;Martin Miguel De Guemes;Brown Almirante;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Martin Miguel De Guemes y Brown Almirante ;-57.53785,-38.01092;ok
32687;1;2024;11;Robo/Hurto Automotor;CATE 911;599;CON;Diagonal Sur;Santa Fe;LPR - Vehiculo Interceptado;Mar del Plata;Buenos Aires;Argentina;Diagonal Sur y Santa Fe ;-57.60441,-37.95327;ok
32688;1;2024;11;Robo/Hurto Automotor;CATE 911;6195;SIN;España;Avenida Juan Jose Paso;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;España y Avenida Juan Jose Paso ;-57.57219,-38.01481;ok
32694;1;2024;11;Robo/Hurto Automotor;CATE 911;6196;SIN;Santa Cruz;Funes Gregorio;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Santa Cruz y Funes Gregorio ;-57.55063,-37.97939;ok
32696;1;2024;11;Robo/Hurto Automotor;CATE 911;6197;SIN;Federico Garcia Lorca;Marcelo 07 Fitte;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Federico Garcia Lorca y Marcelo 07 Fitte ;-57.62318,-38.01885;ok
32697;1;2024;11;Robo/Hurto Automotor;CATE 911;6198;SIN;Buenos Aires;laprida;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Buenos Aires y laprida ;-57.55733,-38.02109;ok
32711;1;2024;11;Robo/Hurto Automotor;ORIGEN DIFERIDO;6199;SIN;San Martin;Olazabal Felix De;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;San Martin y Olazabal Felix De ;-57.56204487546849,-37.99183962123547;corregido_manual
32716;1;2024;11;Robo/Hurto Automotor;CATE 911;6200;SIN;Ituzaingo;Mario Abel Amaya Diputado;Persecucion Y Detencion;Mar del Plata;Buenos Aires;Argentina;Ituzaingo y Mario Abel Amaya Diputado ;-57.61906,-37.95027;ok
32745;1;2024;11;Robo/Hurto Automotor;CATE 911;413;CON;Paula Albarracin;Belgrano;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Paula Albarracin y Belgrano ;-57.5943616,-37.9776628;corregido_automatico
32753;1;2024;11;Robo/Hurto Automotor;CATE 911;6201;SIN;Avenida Juan B. Justo;Arenales;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Arenales ;-57.55974,-38.02754;ok
32777;1;2024;11;Robo/Hurto Automotor;CATE 911;153;CON;14 De julio;Avenida Colon;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;45852 y Avenida Colon ;-57.5612598,-37.9978184;corregido_automatico
32795;1;2024;11;Robo/Hurto Automotor;CATE 911;6202;SIN;General Mosconi;Lebensohn Moises;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;General Mosconi y Lebensohn Moises ;-57.55534,-38.05841;ok
32811;1;2024;11;Robo/Hurto Automotor;CATE 911;410;CON;Entre Rios;Vieytes;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Entre Rios y Vieytes ;-57.5597336,-38.0222993;corregido_automatico
32817;1;2024;11;Robo/Hurto Automotor;CATE 911;816;CON;Puan;Gonzalez Chavez;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Puan y Gonzalez Chavez ;-57.59116,-38.03267;ok
32830;1;2024;11;Robo/Hurto Automotor;CATE 911;530;CON;Alvarado Rudecindo;Colombia;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Alvarado Rudecindo y Colombia ;-57.61352,-37.9611;ok
32835;1;2024;11;Robo/Hurto Automotor;CATE 911;116;CON;Cno. Ruta 88 A Calle Lib. Gral. San Martin;Doce de 10;No Asiste;Mar del Plata;Buenos Aires;Argentina;Cno. Ruta 88 A Calle Lib. Gral. San Martin y Doce de 10 ;-57.6004918,-38.002141;PENDIENTE_GEOCODIFICAR
32847;1;2024;11;Robo/Hurto Automotor;CATE 911;578;CON;Alsina;Avenida Patricio Peralta Ramos;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Alsina y Avenida Patricio Peralta Ramos ;-57.5385043,-38.0082973;corregido_automatico
32848;1;2024;11;Robo/Hurto Automotor;CATE 911;6203;SIN;Arturo Alio;Brown Almirante;No Asiste;Mar del Plata;Buenos Aires;Argentina;Arturo Alio y Brown Almirante ;-57.59909,-37.9799;ok
32884;1;2024;11;Robo/Hurto Automotor;CATE 911;6204;SIN;Alejandro Korn;Tripulantes Del Fournier;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Alejandro Korn y Tripulantes Del Fournier ;-57.56582,-38.04383;ok
32898;1;2024;11;Robo/Hurto Automotor;CATE 911;6205;SIN;General Rafael De Riego;De La Plaza Fortunato;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;General Rafael De Riego y De La Plaza Fortunato ;-57.58067,-38.03791;ok
32903;1;2024;11;Robo/Hurto Automotor;CATE 911;251;CON;Miguel Sagastizabal;Avenida Felix U. Camet;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Miguel Sagastizabal y Avenida Felix U. Camet ;-57.5408605,-37.9641125;corregido_automatico
32911;1;2024;11;Robo/Hurto Automotor;CATE 911;6206;SIN;Avenida Pedro Luro;Paula Albarracin;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Paula Albarracin ;-57.59247,-37.9753;ok
32922;1;2024;11;Robo/Hurto Automotor;CATE 911;6207;SIN;Magallanes;Jose Marti;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Magallanes y Jose Marti ;-57.56026,-38.03379;ok
32923;1;2024;11;Robo/Hurto Automotor;CATE 911;24;CON;Rodriguez Peña;Don Bosco;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rodriguez Peña y Don Bosco ;-57.60344,-37.97645;ok
32929;1;2024;11;Robo/Hurto Automotor;ORIGEN DIFERIDO;6208;SIN;Ayacucho;Tierra Del Fuego;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ayacucho y Tierra Del Fuego ;-57.57154,-37.97551;ok
32931;1;2024;11;Robo/Hurto Automotor;CATE 911;6209;SIN;Ricardo Guiraldes;Figueroa Alcorta;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ricardo Guiraldes y Figueroa Alcorta ;-57.56616,-38.0606;ok
32935;1;2024;11;Robo/Hurto Automotor;CATE 911;6210;SIN;Maipu;Termas De Rio Hondo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Maipu y Termas De Rio Hondo ;-57.59191,-37.9674;ok
32937;1;2024;11;Robo/Hurto Automotor;CATE 911;6211;SIN;Calle 445;Calle 2;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Calle 445 y Calle 2 ;-57.57827,-38.10785;ok
32957;1;2024;11;Robo/Hurto Automotor;CATE 911;6212;SIN;Esteban Gascon;Italia;No Asiste;Mar del Plata;Buenos Aires;Argentina;Esteban Gascon y Italia ;-57.57225,-37.99574;ok
32993;1;2024;11;Robo/Hurto Automotor;CATE 911;6213;SIN;Avenida Independencia;Balcarce;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Independencia y Balcarce ;-57.54903,-37.99151;ok
33026;1;2024;11;Robo/Hurto Automotor;CATE 911;6214;SIN;Manuel Antonio Acevedo;Avenida de los Trabajadores;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Manuel Antonio Acevedo y Avenida de los Trabajadores ;-57.54683,-38.0639;ok
33027;1;2024;11;Robo/Hurto Automotor;CATE 911;6215;SIN;Arana Y Goiri;Figueroa Alcorta;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Arana Y Goiri y Figueroa Alcorta ;-57.55702,-38.05304;ok
33029;1;2024;11;Robo/Hurto Automotor;CATE 911;6216;SIN;Castelli Juan Jose;Catorce de 07;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Castelli Juan Jose y Catorce de 07 ;-57.59093,-37.94852;PENDIENTE_GEOCODIFICAR
33038;1;2024;11;Robo/Hurto Automotor;CATE 911;6217;SIN;calle 441;Calle 4;No Asiste;Mar del Plata;Buenos Aires;Argentina;calle 441 y Calle 4 ;-57.5784,-38.1058;ok
33090;1;2024;11;Robo/Hurto Automotor;CATE 911;6218;SIN;Tomas Stegagnini;Jose Cardiel Padre;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Tomas Stegagnini y Jose Cardiel Padre ;-57.59758,-37.95005;ok
33104;1;2024;11;Robo/Hurto Automotor;CATE 911;6219;SIN;Bolivar;20 De Setiembre;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Bolivar y 20 De Setiembre ;-57.55962,-37.99749;ok
33115;1;2024;11;Robo/Hurto Automotor;CATE 911;6220;SIN;Carlos Tejedor;Marie Curie;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Carlos Tejedor y Marie Curie ;-57.54523,-37.95525;ok
33122;1;2024;11;Robo/Hurto Automotor;CATE 911;6221;SIN;Pringles;Arenales;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Pringles y Arenales ;-57.55864,-38.02617;ok
33123;1;2024;11;Robo/Hurto Automotor;CATE 911;6222;SIN;España;Castelli Juan Jose;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;España y Castelli Juan Jose ;-57.56381,-38.00442;ok
33168;1;2024;11;Robo/Hurto Automotor;CATE 911;506;CON;Patagones;Jose Cardiel Padre;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Patagones y Jose Cardiel Padre ;-5-37.97533,-37.97533;corregido_paso1_cruce_interno
33173;1;2024;11;Robo/Hurto Automotor;CATE 911;6223;SIN;Republica De Cuba;Irala;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Republica De Cuba y Irala ;-57.58736,-38.01594;ok
33179;1;2024;11;Robo/Hurto Automotor;CATE 911;14;CON;Termas De Rio Hondo;Santa Cruz;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Termas De Rio Hondo y Santa Cruz ;-57.586792,-37.9610295;corregido_automatico
33180;1;2024;11;Robo/Hurto Automotor;CATE 911;6224;SIN;Ricardo Gutierrez;Tomas Falkner;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Ricardo Gutierrez y Tomas Falkner ;-57.54837,-37.97832;ok
33191;1;2024;11;Robo/Hurto Automotor;CATE 911;338;CON;Avenida Colon;Bahia Blanca;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Bahia Blanca ;-57.58835,-37.98413;corregido_paso1_cruce_interno
33232;1;2024;11;Robo/Hurto Automotor;CATE 911;6225;SIN;Jose Ingenieros;Florisbelo Acosta;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jose Ingenieros y Florisbelo Acosta ;-57.55728,-37.96822;ok
33233;1;2024;11;Robo/Hurto Automotor;CATE 911;6226;SIN;Nueve de Julio;Republica Arabe Siria;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Nueve de Julio y Republica Arabe Siria ;-57.61217,-37.96292;ok
33238;1;2024;11;Robo/Hurto Automotor;CATE 911;432;CON;Rawson;Paula Albarracin;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rawson y Paula Albarracin ;-57.599592,-37.9841193;corregido_automatico
33242;1;2024;11;Robo/Hurto Automotor;CATE 911;111;CON;Rivadavia;Corrientes;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rivadavia y Corrientes ;-57.54455,-38.00176;corregido_paso1_cruce_interno
33253;1;2024;11;Robo/Hurto Automotor;CATE 911;6227;SIN;Santiago Del Estero;San Lorenzo;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Santiago Del Estero y San Lorenzo ;-57.55559,-38.01195;ok
